user_id,age,gender,hobby,budget,travel_style,destination_city,destination_country,activities,climate,rating
4270,22,Female,History,Low,Family,Athens,Greece,"Historical Sites, Cultural Tours",Warm,4
4271,28,Male,Wildlife,Low,Couple,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,4.4
4272,53,Female,Photography,Low,Couple,Istanbul,Turkey,"Architecture, Markets",Temperate,4
4273,32,Male,Hiking,Medium,Group,Banff,Canada,"Lake Trails, Snow Hiking",Cold,3.6
4274,28,Female,Beaches,Low,Solo,Bali,Indonesia,"Surfing, Relaxing",Tropical,4.2
4275,40,Non-binary,Photography,Medium,Couple,Kyoto,Japan,"Temples, Street Photography",Temperate,3.1
4276,46,Female,Beaches,Medium,Family,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,4.2
4277,32,Female,Music Festivals,High,Couple,Reykjavik,Iceland,"Indie Music, Cultural Festivals",Cold,3.8
4278,30,Male,Wildlife,High,Couple,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,3.3
4279,35,Female,Beaches,Medium,Group,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.3
4280,35,Male,Wildlife,Low,Family,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,3.9
4281,30,Non-binary,Music Festivals,Medium,Couple,Austin,USA,"Live Music, Festivals",Warm,3.9
4282,34,Female,Beaches,Medium,Solo,Bali,Indonesia,"Surfing, Relaxing",Tropical,4
4283,41,Male,Art,Medium,Solo,New York,USA,"Museums, Street Art",Varied,3.2
4284,32,Male,Foodie,Medium,Solo,Lyon,France,"Gourmet Dining, Cafes",Mild,4
4285,52,Non-binary,Beaches,Medium,Family,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.5
4286,19,Non-binary,Art,Medium,Couple,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,3.5
4287,25,Female,Art,Medium,Group,Florence,Italy,"Art Galleries, Architecture",Mediterranean,3.7
4288,29,Female,Beaches,Low,Couple,Bali,Indonesia,"Surfing, Relaxing",Tropical,4.5
4289,41,Male,Art,Low,Solo,Vienna,Austria,"Classical Art, Museums",Continental,3.7
4290,43,Female,Music Festivals,Medium,Couple,Austin,USA,"Live Music, Festivals",Warm,3.4
4291,33,Male,History,Medium,Family,Beijing,China,"Great Wall, Palaces",Temperate,4.2
4292,31,Female,Foodie,High,Couple,Lyon,France,"Gourmet Dining, Cafes",Mild,3.1
4293,32,Female,History,High,Group,Cairo,Egypt,"Pyramids, Museums",Desert,4.4
4294,23,Non-binary,Hiking,High,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.3
4295,50,Female,Beaches,Medium,Group,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,3.3
4296,28,Female,Photography,Medium,Solo,Kyoto,Japan,"Temples, Street Photography",Temperate,4.8
4297,30,Female,Hiking,Low,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.8
4298,51,Male,Hiking,Medium,Group,Banff,Canada,"Lake Trails, Snow Hiking",Cold,4.3
4299,25,Male,Photography,Medium,Solo,Paris,France,"Landmarks, Museums",Mild,4.6
4300,60,Female,Art,Low,Group,Vienna,Austria,"Classical Art, Museums",Continental,4.3
4301,51,Female,Wildlife,Low,Couple,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,4
4302,21,Female,Photography,Low,Family,Paris,France,"Landmarks, Museums",Mild,4.4
4303,30,Male,Photography,High,Solo,Kyoto,Japan,"Temples, Street Photography",Temperate,4.1
4304,18,Male,Hiking,Medium,Couple,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4.2
4305,18,Female,Photography,Low,Family,Paris,France,"Landmarks, Museums",Mild,4.4
4306,20,Male,History,High,Couple,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,3.8
4307,35,Male,Foodie,Low,Group,Bangkok,Thailand,"Street Food, Markets",Tropical,4.3
4308,26,Female,Foodie,Medium,Couple,Osaka,Japan,"Street Food, Nightlife",Temperate,4.9
4309,33,Female,Beaches,Low,Couple,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4
4310,31,Non-binary,Hiking,Medium,Solo,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,2.9
4311,31,Male,Foodie,Low,Couple,Lyon,France,"Gourmet Dining, Cafes",Mild,3.9
4312,40,Male,History,High,Family,Cairo,Egypt,"Pyramids, Museums",Desert,3.7
4313,18,Female,Photography,Medium,Solo,Santorini,Greece,"Sunsets, Scenic Views",Warm,3.8
4314,25,Male,Photography,Medium,Group,Paris,France,"Landmarks, Museums",Mild,4.4
4315,42,Male,Hiking,Medium,Business,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.7
4316,33,Male,Art,High,Business,New York,USA,"Museums, Street Art",Varied,3.8
4317,44,Male,Hiking,Low,Solo,Banff,Canada,"Lake Trails, Snow Hiking",Cold,4.2
4318,32,Male,History,Medium,Family,Athens,Greece,"Historical Sites, Cultural Tours",Warm,3.8
4319,26,Female,Beaches,High,Solo,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.1
4320,38,Female,Beaches,Medium,Group,Phuket,Thailand,"Island Hopping, Beaches",Tropical,3.1
4321,32,Female,History,Low,Group,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,4
4322,34,Female,Hiking,Low,Couple,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4
4323,54,Male,Photography,Medium,Couple,Istanbul,Turkey,"Architecture, Markets",Temperate,3.3
4324,49,Female,Hiking,Low,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.9
4325,18,Male,Hiking,Medium,Solo,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,5
4326,37,Male,Wildlife,High,Solo,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,3.8
4327,41,Male,History,Low,Business,Beijing,China,"Great Wall, Palaces",Temperate,5
4328,32,Male,Beaches,Medium,Couple,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,3.8
4329,30,Male,Beaches,High,Solo,Phuket,Thailand,"Island Hopping, Beaches",Tropical,3.5
4330,31,Male,Art,Medium,Group,New York,USA,"Museums, Street Art",Varied,2.9
4331,42,Male,Hiking,Medium,Solo,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,3.4
4332,24,Female,Foodie,Medium,Solo,Bangkok,Thailand,"Street Food, Markets",Tropical,4
4333,26,Non-binary,History,Medium,Solo,Athens,Greece,"Historical Sites, Cultural Tours",Warm,4
4334,44,Male,Art,Medium,Family,Vienna,Austria,"Classical Art, Museums",Continental,3.2
4335,27,Male,Beaches,Low,Couple,Phuket,Thailand,"Island Hopping, Beaches",Tropical,3.6
4336,30,Male,Foodie,High,Group,Lyon,France,"Gourmet Dining, Cafes",Mild,4.5
4337,50,Male,History,Medium,Couple,Beijing,China,"Great Wall, Palaces",Temperate,4.9
4338,18,Female,Foodie,Medium,Business,Osaka,Japan,"Street Food, Nightlife",Temperate,4.1
4339,40,Male,History,Medium,Solo,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,4.1
4340,35,Male,Art,Low,Family,Vienna,Austria,"Classical Art, Museums",Continental,4.5
4341,24,Male,Beaches,Low,Family,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.5
4342,37,Male,History,Low,Group,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,4.3
4343,39,Female,Photography,Medium,Solo,Kyoto,Japan,"Temples, Street Photography",Temperate,3.9
4344,28,Male,Art,Low,Business,Vienna,Austria,"Classical Art, Museums",Continental,3.6
4345,39,Male,Foodie,Low,Family,Bangkok,Thailand,"Street Food, Markets",Tropical,4.1
4346,27,Female,Beaches,Low,Couple,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,4
4347,23,Male,Hiking,High,Group,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.3
4348,27,Non-binary,Beaches,Medium,Solo,Bali,Indonesia,"Surfing, Relaxing",Tropical,3
4349,28,Male,Foodie,Low,Solo,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,3.4
4350,29,Male,Art,Medium,Business,Vienna,Austria,"Classical Art, Museums",Continental,3.9
4351,33,Female,Photography,Low,Couple,Santorini,Greece,"Sunsets, Scenic Views",Warm,3.5
4352,40,Male,History,Low,Group,Athens,Greece,"Historical Sites, Cultural Tours",Warm,3.9
4353,24,Female,Art,Low,Solo,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,4.5
4354,47,Male,Hiking,Medium,Couple,Banff,Canada,"Lake Trails, Snow Hiking",Cold,4.2
4355,27,Female,Foodie,Medium,Family,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,4.6
4356,30,Female,Hiking,Medium,Business,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.2
4357,18,Female,Photography,High,Group,Santorini,Greece,"Sunsets, Scenic Views",Warm,3.4
4358,39,Male,Foodie,High,Group,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,4.1
4359,27,Male,Beaches,Medium,Solo,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.7
4360,35,Male,Beaches,Medium,Couple,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.8
4361,31,Non-binary,Photography,High,Solo,Paris,France,"Landmarks, Museums",Mild,3.3
4362,44,Female,Beaches,Medium,Solo,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.5
4363,46,Male,Beaches,Low,Business,Bali,Indonesia,"Surfing, Relaxing",Tropical,4.8
4364,44,Male,Hiking,Low,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.6
4365,43,Male,Beaches,Medium,Solo,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4
4366,26,Female,History,Low,Solo,Cairo,Egypt,"Pyramids, Museums",Desert,4.4
4367,27,Non-binary,Beaches,Low,Solo,Bali,Indonesia,"Surfing, Relaxing",Tropical,4.2
4368,34,Male,Hiking,High,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.7
4369,25,Female,Hiking,Low,Couple,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.6
4370,42,Male,Foodie,Low,Couple,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,4.5
4371,35,Male,Hiking,Medium,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.6
4372,63,Female,Wildlife,Medium,Couple,Nairobi,Kenya,"Safari, Nature Parks",Savannah,4.2
4373,30,Male,History,High,Family,Beijing,China,"Great Wall, Palaces",Temperate,3.9
4374,39,Female,Art,Low,Solo,Vienna,Austria,"Classical Art, Museums",Continental,4.2
4375,43,Female,Beaches,Medium,Solo,Phuket,Thailand,"Island Hopping, Beaches",Tropical,3
4376,26,Female,Photography,Medium,Business,Istanbul,Turkey,"Architecture, Markets",Temperate,4.3
4377,52,Male,Art,Medium,Family,New York,USA,"Museums, Street Art",Varied,3.3
4378,21,Female,Foodie,Low,Group,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,4
4379,30,Male,Foodie,High,Group,Osaka,Japan,"Street Food, Nightlife",Temperate,3.9
4380,56,Female,Beaches,Medium,Couple,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.8
4381,24,Female,Art,Medium,Solo,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,4.6
4382,42,Female,Photography,Medium,Solo,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.2
4383,44,Non-binary,Photography,Low,Family,Paris,France,"Landmarks, Museums",Mild,3.8
4384,35,Female,Beaches,Low,Group,Phuket,Thailand,"Island Hopping, Beaches",Tropical,3.8
4385,32,Female,Hiking,Medium,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.6
4386,48,Male,Art,Medium,Family,New York,USA,"Museums, Street Art",Varied,3.8
4387,40,Male,Art,Medium,Solo,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,3.3
4388,39,Male,Photography,High,Solo,Paris,France,"Landmarks, Museums",Mild,4.3
4389,48,Male,Foodie,High,Couple,Bangkok,Thailand,"Street Food, Markets",Tropical,3.6
4390,36,Female,Art,Medium,Family,New York,USA,"Museums, Street Art",Varied,3.6
4391,28,Female,Wildlife,Low,Family,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,4.3
4392,35,Male,Art,Medium,Business,New York,USA,"Museums, Street Art",Varied,4.7
4393,27,Male,Hiking,Medium,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.1
4394,70,Male,Wildlife,High,Solo,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,4.1
4395,20,Female,Beaches,Medium,Solo,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,3.1
4396,32,Male,Beaches,Medium,Solo,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,4.7
4397,42,Male,Photography,Medium,Business,Istanbul,Turkey,"Architecture, Markets",Temperate,2.9
4398,29,Male,Wildlife,High,Solo,Nairobi,Kenya,"Safari, Nature Parks",Savannah,4.4
4399,21,Female,Hiking,Medium,Family,Banff,Canada,"Lake Trails, Snow Hiking",Cold,4.1
4400,42,Male,Art,Medium,Solo,Vienna,Austria,"Classical Art, Museums",Continental,3.6
4401,18,Female,Music Festivals,Medium,Couple,Berlin,Germany,"Electronic Music, Nightlife",Temperate,3.7
4402,21,Female,Music Festivals,Medium,Solo,Barcelona,Spain,"Beach Parties, Music Events",Mediterranean,3.3
4403,28,Male,Photography,Medium,Group,Kyoto,Japan,"Temples, Street Photography",Temperate,3.4
4404,18,Female,Hiking,Medium,Group,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.5
4405,37,Male,Hiking,Low,Solo,Banff,Canada,"Lake Trails, Snow Hiking",Cold,3.6
4406,21,Female,Beaches,Low,Couple,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,3.8
4407,49,Male,Beaches,High,Family,Phuket,Thailand,"Island Hopping, Beaches",Tropical,3.9
4408,29,Male,Hiking,Medium,Solo,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.6
4409,32,Male,Wildlife,Low,Group,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,3.7
4410,39,Female,Foodie,Medium,Group,Lyon,France,"Gourmet Dining, Cafes",Mild,3.8
4411,18,Male,Foodie,Medium,Group,Lyon,France,"Gourmet Dining, Cafes",Mild,4
4412,32,Female,Beaches,Medium,Family,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,4.3
4413,30,Non-binary,Foodie,Low,Couple,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,3.8
4414,47,Female,History,High,Couple,Cairo,Egypt,"Pyramids, Museums",Desert,3.7
4415,38,Female,Beaches,Low,Family,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.2
4416,18,Non-binary,Hiking,Low,Family,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.5
4417,42,Non-binary,History,Low,Solo,Athens,Greece,"Historical Sites, Cultural Tours",Warm,5
4418,24,Female,Art,Medium,Solo,Vienna,Austria,"Classical Art, Museums",Continental,3.8
4419,35,Male,Hiking,Low,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.7
4420,40,Female,Hiking,High,Couple,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4.5
4421,43,Male,Hiking,Medium,Couple,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4.9
4422,44,Male,Hiking,Medium,Couple,Banff,Canada,"Lake Trails, Snow Hiking",Cold,4.7
4423,32,Male,Hiking,Medium,Family,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,3.8
4424,49,Male,History,Medium,Family,Beijing,China,"Great Wall, Palaces",Temperate,4.8
4425,29,Female,Beaches,Medium,Family,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.9
4426,39,Male,Art,High,Couple,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,4.3
4427,32,Female,Art,Medium,Couple,New York,USA,"Museums, Street Art",Varied,3.3
4428,18,Female,Foodie,Low,Family,Osaka,Japan,"Street Food, Nightlife",Temperate,4.2
4429,18,Male,Photography,Medium,Family,Istanbul,Turkey,"Architecture, Markets",Temperate,4.5
4430,40,Female,Wildlife,Medium,Solo,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,4.4
4431,31,Female,History,Low,Couple,Cairo,Egypt,"Pyramids, Museums",Desert,4.5
4432,25,Female,Photography,Medium,Family,Paris,France,"Landmarks, Museums",Mild,5
4433,34,Male,Art,High,Solo,New York,USA,"Museums, Street Art",Varied,4.8
4434,53,Male,Hiking,Medium,Family,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.3
4435,41,Male,Beaches,Low,Couple,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,2.7
4436,29,Female,Music Festivals,Medium,Couple,Austin,USA,"Live Music, Festivals",Warm,5
4437,37,Female,Photography,Medium,Family,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.4
4438,27,Male,Beaches,Medium,Family,Phuket,Thailand,"Island Hopping, Beaches",Tropical,3.8
4439,32,Female,Music Festivals,Medium,Business,Austin,USA,"Live Music, Festivals",Warm,4.3
4440,41,Female,Hiking,Low,Solo,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4.6
4441,51,Non-binary,Photography,Medium,Solo,Istanbul,Turkey,"Architecture, Markets",Temperate,4.8
4442,32,Male,Hiking,Medium,Business,Patagonia,Argentina,"Trekking, Glaciers",Cold,4
4443,38,Female,Photography,Low,Group,Istanbul,Turkey,"Architecture, Markets",Temperate,3.7
4444,32,Male,Photography,Medium,Family,Kyoto,Japan,"Temples, Street Photography",Temperate,3.7
4445,23,Male,Beaches,High,Group,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.7
4446,55,Male,Photography,Medium,Couple,Kyoto,Japan,"Temples, Street Photography",Temperate,3.6
4447,39,Male,Hiking,Low,Family,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.7
4448,41,Female,Music Festivals,Medium,Couple,Berlin,Germany,"Electronic Music, Nightlife",Temperate,3.8
4449,33,Female,Music Festivals,Medium,Family,Austin,USA,"Live Music, Festivals",Warm,3.3
4450,31,Female,Beaches,Medium,Family,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,3.3
4451,28,Male,History,Medium,Solo,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,3.4
4452,45,Female,Hiking,Medium,Solo,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.4
4453,33,Male,Beaches,Medium,Solo,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,4.7
4454,18,Non-binary,History,Medium,Group,Cairo,Egypt,"Pyramids, Museums",Desert,3.9
4455,34,Male,Art,Medium,Couple,Vienna,Austria,"Classical Art, Museums",Continental,5
4456,51,Non-binary,Photography,Medium,Couple,Santorini,Greece,"Sunsets, Scenic Views",Warm,3.8
4457,26,Male,Art,High,Solo,New York,USA,"Museums, Street Art",Varied,3.8
4458,46,Non-binary,Hiking,Medium,Group,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.9
4459,21,Female,Hiking,Medium,Group,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4
4460,45,Female,Art,Medium,Family,New York,USA,"Museums, Street Art",Varied,4.1
4461,32,Female,History,Low,Solo,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,3.7
4462,29,Female,Hiking,High,Solo,Banff,Canada,"Lake Trails, Snow Hiking",Cold,3.8
4463,33,Non-binary,Hiking,Low,Solo,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.3
4464,36,Female,Hiking,High,Solo,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.1
4465,43,Female,History,High,Couple,Athens,Greece,"Historical Sites, Cultural Tours",Warm,4.2
4466,35,Female,Music Festivals,High,Couple,Reykjavik,Iceland,"Indie Music, Cultural Festivals",Cold,4.4
4467,31,Female,History,Low,Group,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,4
4468,41,Non-binary,Photography,Medium,Family,Paris,France,"Landmarks, Museums",Mild,4
4469,27,Female,Hiking,Medium,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.9
4470,58,Female,History,Low,Couple,Beijing,China,"Great Wall, Palaces",Temperate,3.2
4471,36,Male,Photography,Low,Group,Paris,France,"Landmarks, Museums",Mild,3.6
4472,34,Female,Beaches,Medium,Solo,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.5
4473,26,Female,Foodie,Medium,Solo,Bangkok,Thailand,"Street Food, Markets",Tropical,2.8
4474,28,Female,Art,Medium,Group,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,3.5
4475,26,Female,Hiking,Low,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.8
4476,33,Non-binary,Photography,High,Business,Santorini,Greece,"Sunsets, Scenic Views",Warm,3.7
4477,34,Female,History,Low,Couple,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,3.9
4478,20,Male,Photography,Medium,Couple,Santorini,Greece,"Sunsets, Scenic Views",Warm,3.9
4479,30,Female,Beaches,Low,Couple,Bali,Indonesia,"Surfing, Relaxing",Tropical,4.2
4480,35,Male,Beaches,Medium,Couple,Bali,Indonesia,"Surfing, Relaxing",Tropical,4.3
4481,35,Male,Beaches,Medium,Family,Phuket,Thailand,"Island Hopping, Beaches",Tropical,3.3
4482,37,Male,Photography,Low,Family,Istanbul,Turkey,"Architecture, Markets",Temperate,4.4
4483,25,Female,History,High,Solo,Cairo,Egypt,"Pyramids, Museums",Desert,4.4
4484,34,Female,Hiking,Medium,Couple,Banff,Canada,"Lake Trails, Snow Hiking",Cold,3
4485,24,Female,Photography,Low,Family,Istanbul,Turkey,"Architecture, Markets",Temperate,4.1
4486,20,Male,Foodie,High,Solo,Bangkok,Thailand,"Street Food, Markets",Tropical,4.4
4487,46,Male,Hiking,Medium,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.2
4488,46,Non-binary,Photography,Low,Family,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.2
4489,32,Male,History,Medium,Couple,Cairo,Egypt,"Pyramids, Museums",Desert,3.5
4490,19,Female,History,High,Solo,Athens,Greece,"Historical Sites, Cultural Tours",Warm,4.2
4491,43,Male,Beaches,Medium,Solo,Phuket,Thailand,"Island Hopping, Beaches",Tropical,5
4492,31,Female,History,Medium,Family,Beijing,China,"Great Wall, Palaces",Temperate,4
4493,21,Female,Photography,High,Couple,Santorini,Greece,"Sunsets, Scenic Views",Warm,3.6
4494,22,Male,Foodie,Medium,Couple,Osaka,Japan,"Street Food, Nightlife",Temperate,3.2
4495,44,Female,Hiking,Medium,Group,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,3.8
4496,45,Female,Photography,Medium,Family,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.8
4497,47,Non-binary,Hiking,Low,Solo,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.9
4498,26,Female,Foodie,Low,Business,Bangkok,Thailand,"Street Food, Markets",Tropical,4.5
4499,26,Female,Photography,High,Couple,Paris,France,"Landmarks, Museums",Mild,3.9
4500,33,Male,Foodie,Low,Family,Bangkok,Thailand,"Street Food, Markets",Tropical,3.8
4501,39,Female,Photography,High,Group,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.4
4502,18,Female,Beaches,Medium,Group,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4
4503,23,Female,Hiking,Low,Couple,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.4
4504,33,Female,History,Low,Couple,Beijing,China,"Great Wall, Palaces",Temperate,3.6
4505,35,Female,Wildlife,Low,Business,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,4.2
4506,34,Male,Hiking,Low,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4
4507,18,Female,Beaches,Low,Couple,Bali,Indonesia,"Surfing, Relaxing",Tropical,4.3
4508,33,Female,Foodie,Medium,Group,Lyon,France,"Gourmet Dining, Cafes",Mild,4.1
4509,22,Male,Photography,Low,Business,Kyoto,Japan,"Temples, Street Photography",Temperate,3.8
4510,36,Male,Hiking,Medium,Couple,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4.3
4511,18,Female,History,Medium,Couple,Athens,Greece,"Historical Sites, Cultural Tours",Warm,3.2
4512,34,Female,Wildlife,Low,Couple,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,3.9
4513,23,Female,Foodie,Medium,Couple,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,4.2
4514,34,Male,Foodie,Low,Couple,Bangkok,Thailand,"Street Food, Markets",Tropical,3.5
4515,49,Male,Hiking,Low,Family,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4.6
4516,34,Female,Photography,High,Family,Santorini,Greece,"Sunsets, Scenic Views",Warm,2.9
4517,25,Male,Hiking,Medium,Family,Patagonia,Argentina,"Trekking, Glaciers",Cold,4.4
4518,38,Male,Photography,High,Family,Kyoto,Japan,"Temples, Street Photography",Temperate,4.5
4519,24,Male,Beaches,Low,Couple,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,3.7
4520,39,Male,Beaches,Medium,Family,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.8
4521,31,Female,Beaches,High,Family,Bali,Indonesia,"Surfing, Relaxing",Tropical,2.9
4522,35,Female,Art,Medium,Couple,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,4.3
4523,49,Female,Art,High,Family,Vienna,Austria,"Classical Art, Museums",Continental,4.9
4524,38,Female,Hiking,High,Group,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4
4525,21,Female,Foodie,Medium,Family,Lyon,France,"Gourmet Dining, Cafes",Mild,3.5
4526,46,Female,Art,Medium,Couple,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,3.5
4527,21,Male,Art,Low,Couple,Vienna,Austria,"Classical Art, Museums",Continental,3.5
4528,29,Female,Photography,Low,Business,Istanbul,Turkey,"Architecture, Markets",Temperate,4.3
4529,40,Female,Beaches,High,Solo,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.3
4530,43,Non-binary,Foodie,High,Solo,Bangkok,Thailand,"Street Food, Markets",Tropical,3.7
4531,26,Male,History,Medium,Business,Athens,Greece,"Historical Sites, Cultural Tours",Warm,3.8
4532,29,Female,Beaches,High,Family,Phuket,Thailand,"Island Hopping, Beaches",Tropical,5
4533,37,Male,Photography,Medium,Solo,Santorini,Greece,"Sunsets, Scenic Views",Warm,4
4534,31,Male,Photography,Medium,Business,Istanbul,Turkey,"Architecture, Markets",Temperate,4.4
4535,29,Female,Photography,High,Couple,Istanbul,Turkey,"Architecture, Markets",Temperate,4.5
4536,39,Male,Photography,Low,Solo,Istanbul,Turkey,"Architecture, Markets",Temperate,3.7
4537,32,Female,History,Medium,Family,Athens,Greece,"Historical Sites, Cultural Tours",Warm,4.5
4538,58,Female,Beaches,Medium,Couple,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,4.1
4539,18,Female,Hiking,Medium,Group,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4.4
4540,53,Male,Photography,Medium,Group,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.9
4541,47,Female,Hiking,Medium,Business,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.3
